run_count,replicate,model,model_label,selected_runs,mean_causal_jsd,mean_null_jsd,snr,detection_power
12,8,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,2,3,4,5,6,7,10,11,12,13,14",0.10945272838160881,0.05702834568660809,1.9192688664526962,0.15611814345991562
12,8,mistral-small-24b,Mistral-Small-24B,"1,2,3,4,5,6,7,10,11,12,13,14",0.12115041801963701,0.07694017738830987,1.5746053899538364,0.1574468085106383
12,8,gemma-4-31b-it,Gemma 4 31B,"1,2,3,4,5,6,7,10,11,12,13,14",0.1227781343759286,0.0675909610828693,1.8164874771553783,0.14473684210526316
12,8,llama-3.1-8b,Llama 3.1-8B,"1,2,3,4,5,6,7,10,11,12,13,14",0.060803323250707066,0.06181940013532778,0.9835637860866259,0.15021459227467812
12,9,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,7,8,9,10,12,13",0.16929320458136635,0.08638647152769915,1.959718941953588,0.23140495867768596
12,9,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,7,8,9,10,12,13",0.1878276099067726,0.07989549314749872,2.3509162095040264,0.1951219512195122
12,9,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,7,8,9,10,12,13",0.10707466174924703,0.05651583422690331,1.894595792735837,0.14767932489451477
12,9,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,7,8,9,10,12,13",0.12834185985368726,0.07624600101819846,1.6832602122051556,0.12340425531914893
12,9,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,7,8,9,10,12,13",0.11770501489128407,0.06804721575679332,1.7297550470245846,0.14655172413793102
12,9,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,7,8,9,10,12,13",0.06887704550015068,0.09030437648686494,0.7627210128644105,0.004291845493562232
12,10,deepseek-r1,DeepSeek-R1,"0,1,3,5,6,7,8,9,10,11,12,14",0.15818568008877634,0.0766415358856242,2.063968033271728,0.1652892561983471
12,10,kimi-k2.5,Kimi K2.5,"0,1,3,5,6,7,8,9,10,11,12,14",0.20015892213875328,0.08768485681321918,2.2827079773320422,0.22357723577235772
12,10,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,5,6,7,8,9,10,11,12,14",0.10563436378892913,0.06403095830777382,1.6497389166219047,0.13924050632911392
12,10,mistral-small-24b,Mistral-Small-24B,"0,1,3,5,6,7,8,9,10,11,12,14",0.12149327403559726,0.07683571347277236,1.5812083801193546,0.1228813559322034
12,10,gemma-4-31b-it,Gemma 4 31B,"0,1,3,5,6,7,8,9,10,11,12,14",0.1310362027881793,0.06831277644983608,1.9181800184099196,0.1452991452991453
12,10,llama-3.1-8b,Llama 3.1-8B,"0,1,3,5,6,7,8,9,10,11,12,14",0.05285301807268435,0.06342127426427475,0.8333641776487688,0.06437768240343347
12,11,deepseek-r1,DeepSeek-R1,"0,1,2,3,5,6,9,10,11,12,13,14",0.1622332377811934,0.07010486740790926,2.3141508397302832,0.19008264462809918
12,11,kimi-k2.5,Kimi K2.5,"0,1,2,3,5,6,9,10,11,12,13,14",0.19664753766587992,0.087672386545001,2.2429814610435352,0.2032520325203252
12,11,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,5,6,9,10,11,12,13,14",0.10773716161166065,0.054745519924389,1.96796307278587,0.13924050632911392
12,11,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,5,6,9,10,11,12,13,14",0.1218586878128802,0.07566444072923377,1.6105146174139207,0.15254237288135594
12,11,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,5,6,9,10,11,12,13,14",0.12641991287296567,0.0726077520484742,1.7411351998415479,0.14163090128755365
12,11,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,5,6,9,10,11,12,13,14",0.05808339574069395,0.06581600779217142,0.8825116820227853,0.06437768240343347
12,12,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,6,7,11,12,13,14",0.16024173622983004,0.06892909496899671,2.32473292013923,0.205761316872428
12,12,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,6,7,11,12,13,14",0.19356655284099128,0.09969640102638283,1.9415600848998293,0.15918367346938775
12,12,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,6,7,11,12,13,14",0.10746172736600612,0.06192871599571901,1.7352487555762452,0.1518987341772152
12,12,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,6,7,11,12,13,14",0.1205859238424301,0.08130257531145353,1.4831747134760502,0.1271186440677966
12,12,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,6,7,11,12,13,14",0.12921170763726975,0.0775487159066241,1.6662004796166157,0.10256410256410256
12,12,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,6,7,11,12,13,14",0.06640262966320215,0.0672396639511677,0.9875514802011288,0.11587982832618025
12,13,deepseek-r1,DeepSeek-R1,"0,1,2,3,6,7,8,9,10,11,12,13",0.1673000974900318,0.07627299743386458,2.19343808580613,0.25206611570247933
12,13,kimi-k2.5,Kimi K2.5,"0,1,2,3,6,7,8,9,10,11,12,13",0.1906065546332221,0.08403686604887017,2.268130209929273,0.2163265306122449
12,13,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,6,7,8,9,10,11,12,13",0.10459609427540559,0.060296216655705094,1.7347041004687802,0.1518987341772152
12,13,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,6,7,8,9,10,11,12,13",0.12289553859129243,0.07789524553720491,1.5777026921700137,0.11864406779661017
12,13,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,6,7,8,9,10,11,12,13",0.13259539977952667,0.06785876282602006,1.9539908223714875,0.1759656652360515
12,13,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,6,7,8,9,10,11,12,13",0.06562719577011202,0.07730231197400783,0.8489680850965821,0.03017241379310345
12,14,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,6,8,10,11,13,14",0.1614984344581823,0.07597768197394895,2.125603601772906,0.21074380165289255
12,14,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,6,8,10,11,13,14",0.19438922372773557,0.08787093236227411,2.2122130550101375,0.16393442622950818
12,14,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,6,8,10,11,13,14",0.10393350516900432,0.05277070848813257,1.96953022134197,0.13983050847457626
12,14,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,6,8,10,11,13,14",0.12130441780349019,0.0781183105505858,1.552829508837612,0.17446808510638298
12,14,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,6,8,10,11,13,14",0.12723878987655296,0.06802722009372779,1.8704099579733462,0.14224137931034483
12,14,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,6,8,10,11,13,14",0.06267711373622598,0.08309562463129405,0.7542769431523305,0.012875536480686695
12,15,deepseek-r1,DeepSeek-R1,"0,2,3,4,5,7,9,10,11,12,13,14",0.17169283222892578,0.0768114457885091,2.2352506252995283,0.2222222222222222
12,15,kimi-k2.5,Kimi K2.5,"0,2,3,4,5,7,9,10,11,12,13,14",0.1908476132366099,0.0861131616463189,2.2162420887581953,0.19753086419753085
12,15,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,2,3,4,5,7,9,10,11,12,13,14",0.10621740001294964,0.06787332403214477,1.5649358791186525,0.14345991561181434
12,15,mistral-small-24b,Mistral-Small-24B,"0,2,3,4,5,7,9,10,11,12,13,14",0.1214034497747684,0.06305387515894186,1.9253923643668682,0.13559322033898305
12,15,gemma-4-31b-it,Gemma 4 31B,"0,2,3,4,5,7,9,10,11,12,13,14",0.11912790198201138,0.07661956240864189,1.554797472565244,0.1111111111111111
12,15,llama-3.1-8b,Llama 3.1-8B,"0,2,3,4,5,7,9,10,11,12,13,14",0.05839989989314663,0.05740146916934067,1.0173938182812094,0.13733905579399142
12,16,deepseek-r1,DeepSeek-R1,"0,1,2,3,5,6,7,8,9,11,13,14",0.15433929694778278,0.07338147337199459,2.103246089995858,0.1934156378600823
12,16,kimi-k2.5,Kimi K2.5,"0,1,2,3,5,6,7,8,9,11,13,14",0.19551334848724106,0.08621077246527581,2.2678528784322216,0.23577235772357724
12,16,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,5,6,7,8,9,11,13,14",0.10275289655494951,0.06015343371674596,1.7081800689682722,0.1059322033898305
12,16,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,5,6,7,8,9,11,13,14",0.1244953773059913,0.07588913789701938,1.6404900721751507,0.15319148936170213
12,16,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,5,6,7,8,9,11,13,14",0.1302671285891008,0.0752210477076954,1.7317909356342822,0.14163090128755365
12,16,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,5,6,7,8,9,11,13,14",0.0707103132443727,0.08229616002728234,0.8592176502637697,0.030042918454935622
12,17,deepseek-r1,DeepSeek-R1,"0,1,2,4,6,8,9,10,11,12,13,14",0.1577040551212219,0.07396467054527991,2.1321538236917874,0.24686192468619247
12,17,kimi-k2.5,Kimi K2.5,"0,1,2,4,6,8,9,10,11,12,13,14",0.19230349087064988,0.07146404951516358,2.6909123143077136,0.27346938775510204
12,17,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,4,6,8,9,10,11,12,13,14",0.10589698463108427,0.062496390066105745,1.6944496237154085,0.1350210970464135
12,17,mistral-small-24b,Mistral-Small-24B,"0,1,2,4,6,8,9,10,11,12,13,14",0.11799382408089885,0.08061149813503245,1.4637344151977825,0.11864406779661017
12,17,gemma-4-31b-it,Gemma 4 31B,"0,1,2,4,6,8,9,10,11,12,13,14",0.13717910426284172,0.07224653018694273,1.8987639116768875,0.15021459227467812
12,17,llama-3.1-8b,Llama 3.1-8B,"0,1,2,4,6,8,9,10,11,12,13,14",0.06398594665824657,0.06611383091557851,0.9678148395295825,0.1206896551724138
12,18,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,6,9,10,11,12,14",0.16113222713918612,0.06391249976116863,2.5211379267171985,0.2190082644628099
12,18,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,6,9,10,11,12,14",0.1947337742806386,0.08766459929548559,2.221350189764304,0.16260162601626016
12,18,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,6,9,10,11,12,14",0.10803288333141642,0.0592022640989192,1.8248099963019604,0.13924050632911392
12,18,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,6,9,10,11,12,14",0.12301853047557948,0.07627427849871343,1.6128442365751714,0.1483050847457627
12,18,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,6,9,10,11,12,14",0.12653101059498514,0.07308147269006239,1.731369195741328,0.11587982832618025
12,18,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,6,9,10,11,12,14",0.05478286482466088,0.06655435150022955,0.823129721645202,0.04291845493562232
12,19,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,6,7,9,10,12,14",0.16366428363617652,0.07606576767018958,2.1516154855072487,0.21487603305785125
12,19,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,6,7,9,10,12,14",0.18803103559155387,0.08891633235599433,2.11469626118556,0.15447154471544716
12,19,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,6,7,9,10,12,14",0.10830890102582892,0.06812914864588455,1.589758615490515,0.11814345991561181
12,19,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,6,7,9,10,12,14",0.12609390357932693,0.0730247920054619,1.7267273225495214,0.13135593220338984
12,19,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,6,7,9,10,12,14",0.12719529320965198,0.07049064013002354,1.8044281194642842,0.13304721030042918
12,19,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,6,7,9,10,12,14",0.057556960892086145,0.06582534542116154,0.874389044581948,0.04721030042918455
12,20,deepseek-r1,DeepSeek-R1,"0,1,2,4,6,7,9,10,11,12,13,14",0.1612276083129979,0.07222391960806696,2.2323298041413664,0.18930041152263374
12,20,kimi-k2.5,Kimi K2.5,"0,1,2,4,6,7,9,10,11,12,13,14",0.19123753097831403,0.08479865381707952,2.2551953641957034,0.18775510204081633
12,20,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,4,6,7,9,10,11,12,13,14",0.1077051863392321,0.06821804977556341,1.5788370774828788,0.11392405063291139
12,20,mistral-small-24b,Mistral-Small-24B,"0,1,2,4,6,7,9,10,11,12,13,14",0.12062921633826207,0.07871100299766502,1.532558495561803,0.13559322033898305
12,20,gemma-4-31b-it,Gemma 4 31B,"0,1,2,4,6,7,9,10,11,12,13,14",0.13542437331354,0.07563690182973877,1.790453734056755,0.13247863247863248
12,20,llama-3.1-8b,Llama 3.1-8B,"0,1,2,4,6,7,9,10,11,12,13,14",0.06334747754967056,0.05660309047202973,1.119152276340345,0.13793103448275862
12,21,deepseek-r1,DeepSeek-R1,"0,1,2,4,5,7,8,10,11,12,13,14",0.1597190783443162,0.08615069192508898,1.8539500354007312,0.1934156378600823
12,21,kimi-k2.5,Kimi K2.5,"0,1,2,4,5,7,8,10,11,12,13,14",0.19713667473483665,0.0870599034483853,2.2643796618923653,0.19591836734693877
12,21,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,4,5,7,8,10,11,12,13,14",0.1044429376506423,0.057675408061274254,1.8108747065938797,0.14345991561181434
12,21,mistral-small-24b,Mistral-Small-24B,"0,1,2,4,5,7,8,10,11,12,13,14",0.11746526488423321,0.08017658341446372,1.4650819463958684,0.13559322033898305
12,21,gemma-4-31b-it,Gemma 4 31B,"0,1,2,4,5,7,8,10,11,12,13,14",0.12418447548657706,0.0714087040126841,1.7390663673789484,0.14102564102564102
12,21,llama-3.1-8b,Llama 3.1-8B,"0,1,2,4,5,7,8,10,11,12,13,14",0.06719889081312118,0.07185224577632625,0.9352371674270166,0.06866952789699571
12,22,deepseek-r1,DeepSeek-R1,"0,1,3,4,5,6,7,8,10,11,13,14",0.16359150424396499,0.08005328886259665,2.0435325839610816,0.1934156378600823
12,22,kimi-k2.5,Kimi K2.5,"0,1,3,4,5,6,7,8,10,11,13,14",0.19683928917539562,0.09590114263750023,2.05252287680695,0.16326530612244897
12,22,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,4,5,6,7,8,10,11,13,14",0.10434560129414859,0.05986958023696521,1.7428817920744766,0.13559322033898305
12,22,mistral-small-24b,Mistral-Small-24B,"0,1,3,4,5,6,7,8,10,11,13,14",0.12289506347174206,0.07538933432698006,1.6301385941241933,0.16170212765957448
12,22,gemma-4-31b-it,Gemma 4 31B,"0,1,3,4,5,6,7,8,10,11,13,14",0.1296610943573493,0.07548281700387639,1.7177564312509772,0.0944206008583691
12,22,llama-3.1-8b,Llama 3.1-8B,"0,1,3,4,5,6,7,8,10,11,13,14",0.060740623221345956,0.0724381439870346,0.8385171109880681,0.06866952789699571
12,23,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,6,7,9,10,11,13",0.16934652188594712,0.06410085507568866,2.6418761760040024,0.30578512396694213
12,23,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,6,7,9,10,11,13",0.19421792839519977,0.09001996607742617,2.1574983512896786,0.18292682926829268
12,23,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,6,7,9,10,11,13",0.10775635198293955,0.06057016082423238,1.77903361187427,0.1440677966101695
12,23,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,6,7,9,10,11,13",0.1275233231060674,0.07342602441735557,1.7367591956391548,0.1702127659574468
12,23,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,6,7,9,10,11,13",0.12299112111335386,0.06952727268428875,1.7689622556005489,0.1336206896551724
12,23,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,6,7,9,10,11,13",0.0686234090740687,0.07367237640354955,0.9314672937679586,0.0944206008583691
12,24,deepseek-r1,DeepSeek-R1,"0,1,2,4,6,7,8,10,11,12,13,14",0.15980361424634362,0.08178874910088477,1.9538581529010683,0.17695473251028807
12,24,kimi-k2.5,Kimi K2.5,"0,1,2,4,6,7,8,10,11,12,13,14",0.1932024379027886,0.08683379570807447,2.224968243382031,0.1762295081967213
12,24,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,4,6,7,8,10,11,12,13,14",0.10445455152993527,0.059452649262826576,1.7569368703514887,0.14345991561181434
12,24,mistral-small-24b,Mistral-Small-24B,"0,1,2,4,6,7,8,10,11,12,13,14",0.117424149270153,0.08110003166007501,1.447892767321324,0.1271186440677966
12,24,gemma-4-31b-it,Gemma 4 31B,"0,1,2,4,6,7,8,10,11,12,13,14",0.1394166252755473,0.07550603390155755,1.8464302529426246,0.14957264957264957
12,24,llama-3.1-8b,Llama 3.1-8B,"0,1,2,4,6,7,8,10,11,12,13,14",0.0649477266769038,0.06381939283538346,1.017680109311456,0.1336206896551724
12,25,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,5,6,7,8,10,11,14",0.15824809767210518,0.0738597759855153,2.1425477610863504,0.1859504132231405
12,25,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,5,6,7,8,10,11,14",0.19490757696559122,0.09766472786712642,1.9956803364134124,0.15918367346938775
12,25,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,5,6,7,8,10,11,14",0.1038877494481602,0.059379097503350686,1.749567673073811,0.1440677966101695
12,25,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,5,6,7,8,10,11,14",0.12229198896409842,0.07356502211278255,1.662365964855044,0.13617021276595745
12,25,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,5,6,7,8,10,11,14",0.12854326187973092,0.07463757977139411,1.722232450106815,0.11587982832618025
12,25,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,5,6,7,8,10,11,14",0.059395304906348464,0.07839518093799579,0.7576397451435863,0.030042918454935622
12,26,deepseek-r1,DeepSeek-R1,"0,1,2,3,5,6,7,8,9,10,13,14",0.16055097600344687,0.08740836329226602,1.836791926495809,0.18518518518518517
12,26,kimi-k2.5,Kimi K2.5,"0,1,2,3,5,6,7,8,9,10,13,14",0.19085603553161695,0.08587855598642838,2.222394558680964,0.25609756097560976
12,26,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,5,6,7,8,9,10,13,14",0.10487017654758152,0.06050177286028142,1.7333405549910315,0.13135593220338984
12,26,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,5,6,7,8,9,10,13,14",0.12503263111147347,0.07263623969184838,1.7213533030056525,0.16595744680851063
12,26,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,5,6,7,8,9,10,13,14",0.12847126377874185,0.07029145011957845,1.8276940304999973,0.14224137931034483
12,26,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,5,6,7,8,9,10,13,14",0.06531670126904104,0.07937902812587748,0.8228458172284913,0.02145922746781116
12,27,deepseek-r1,DeepSeek-R1,"1,2,3,4,6,7,8,9,11,12,13,14",0.1581117302266909,0.07092698374230766,2.229218301473856,0.23045267489711935
12,27,kimi-k2.5,Kimi K2.5,"1,2,3,4,6,7,8,9,11,12,13,14",0.18723054025571212,0.09475091067383704,1.9760289259933297,0.15918367346938775
12,27,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,2,3,4,6,7,8,9,11,12,13,14",0.1071424736329111,0.06185503021361887,1.7321545759963288,0.1350210970464135
12,27,mistral-small-24b,Mistral-Small-24B,"1,2,3,4,6,7,8,9,11,12,13,14",0.1233298006082139,0.07820832228016712,1.5769396019826032,0.11914893617021277
12,27,gemma-4-31b-it,Gemma 4 31B,"1,2,3,4,6,7,8,9,11,12,13,14",0.13709893666127548,0.079100609575889,1.7332222519694107,0.12987012987012986
12,27,llama-3.1-8b,Llama 3.1-8B,"1,2,3,4,6,7,8,9,11,12,13,14",0.06767733821038632,0.07011015258194586,0.9653001130083688,0.07758620689655173
12,28,deepseek-r1,DeepSeek-R1,"0,1,2,3,5,6,7,8,10,11,12,14",0.15756548144224405,0.07735563812770392,2.036897183656145,0.18181818181818182
12,28,kimi-k2.5,Kimi K2.5,"0,1,2,3,5,6,7,8,10,11,12,14",0.19927329999890503,0.09312397817729813,2.139870996699796,0.20408163265306123
12,28,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,5,6,7,8,10,11,12,14",0.10319478235846627,0.0574935920943244,1.7948918931550524,0.1518987341772152
12,28,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,5,6,7,8,10,11,12,14",0.11961379450219128,0.08019531568253326,1.4915309389852989,0.1271186440677966
12,28,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,5,6,7,8,10,11,12,14",0.12912624010997134,0.07214116931401883,1.7899105509075646,0.13675213675213677
12,28,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,5,6,7,8,10,11,12,14",0.0573553447268211,0.07961531572962333,0.7204059194037747,0.02145922746781116
12,29,deepseek-r1,DeepSeek-R1,"0,1,2,3,4,6,7,8,10,11,12,14",0.1607077841850805,0.07419892606258818,2.165904450551218,0.19421487603305784
12,29,kimi-k2.5,Kimi K2.5,"0,1,2,3,4,6,7,8,10,11,12,14",0.1899292163575864,0.09605828800688564,1.9772288294787421,0.1557377049180328
12,29,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,3,4,6,7,8,10,11,12,14",0.10372727652881046,0.060264475012827994,1.721201031067323,0.14345991561181434
12,29,mistral-small-24b,Mistral-Small-24B,"0,1,2,3,4,6,7,8,10,11,12,14",0.12002891548300959,0.07725120822750972,1.553748067337883,0.1271186440677966
12,29,gemma-4-31b-it,Gemma 4 31B,"0,1,2,3,4,6,7,8,10,11,12,14",0.139213421287585,0.07887040132569696,1.765090819212397,0.07692307692307693
12,29,llama-3.1-8b,Llama 3.1-8B,"0,1,2,3,4,6,7,8,10,11,12,14",0.05632800669215304,0.07035145387218607,0.8006658511207074,0.04310344827586207
12,30,deepseek-r1,DeepSeek-R1,"0,1,3,4,6,7,8,9,10,11,12,14",0.16095809862474542,0.07122253044927158,2.2599323221096195,0.18181818181818182
12,30,kimi-k2.5,Kimi K2.5,"0,1,3,4,6,7,8,9,10,11,12,14",0.18963401780083697,0.08562730672980798,2.214644195212354,0.1836734693877551
12,30,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,4,6,7,8,9,10,11,12,14",0.10671150810763153,0.06562304979280824,1.6261284479241964,0.1350210970464135
12,30,mistral-small-24b,Mistral-Small-24B,"0,1,3,4,6,7,8,9,10,11,12,14",0.12243436068939632,0.07432177101187991,1.6473552637735973,0.13135593220338984
12,30,gemma-4-31b-it,Gemma 4 31B,"0,1,3,4,6,7,8,9,10,11,12,14",0.1401336211422281,0.07972437992336134,1.7577260717102832,0.06837606837606838
12,30,llama-3.1-8b,Llama 3.1-8B,"0,1,3,4,6,7,8,9,10,11,12,14",0.05169073308993515,0.06195419633782843,0.8343378842019368,0.05172413793103448
12,31,deepseek-r1,DeepSeek-R1,"2,3,4,5,6,7,8,9,11,12,13,14",0.16049341280250531,0.07440869696617057,2.156917394689395,0.21810699588477367
12,31,kimi-k2.5,Kimi K2.5,"2,3,4,5,6,7,8,9,11,12,13,14",0.19188475096991833,0.08351977588299138,2.2974768423557905,0.18106995884773663
12,31,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"2,3,4,5,6,7,8,9,11,12,13,14",0.10875048198724696,0.06391981123904615,1.7013579965144747,0.11814345991561181
12,31,mistral-small-24b,Mistral-Small-24B,"2,3,4,5,6,7,8,9,11,12,13,14",0.12354180543619757,0.07515648721745699,1.6437943018643622,0.14468085106382977
12,31,gemma-4-31b-it,Gemma 4 31B,"2,3,4,5,6,7,8,9,11,12,13,14",0.12612360049840077,0.07538651940011766,1.6730259136781942,0.14473684210526316
12,31,llama-3.1-8b,Llama 3.1-8B,"2,3,4,5,6,7,8,9,11,12,13,14",0.06787421743574182,0.07559475734213082,0.8978693737788327,0.034334763948497854
12,32,deepseek-r1,DeepSeek-R1,"0,1,2,5,6,8,9,10,11,12,13,14",0.15165300503491025,0.07792190914665596,1.946217780027512,0.16736401673640167
12,32,kimi-k2.5,Kimi K2.5,"0,1,2,5,6,8,9,10,11,12,13,14",0.19976264580312722,0.08176206543840896,2.4432191717760317,0.27235772357723576
12,32,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,2,5,6,8,9,10,11,12,13,14",0.10693638217923462,0.05973328174325867,1.7902311585501187,0.14345991561181434
12,32,mistral-small-24b,Mistral-Small-24B,"0,1,2,5,6,8,9,10,11,12,13,14",0.11840264411124157,0.07917348651383316,1.4954835175858312,0.11864406779661017
12,32,gemma-4-31b-it,Gemma 4 31B,"0,1,2,5,6,8,9,10,11,12,13,14",0.13054351278633172,0.06705692063789773,1.9467567485130546,0.19742489270386265
12,32,llama-3.1-8b,Llama 3.1-8B,"0,1,2,5,6,8,9,10,11,12,13,14",0.06487817872816741,0.07488599769403863,0.8663592757786293,0.060085836909871244
12,33,deepseek-r1,DeepSeek-R1,"1,2,3,4,5,6,7,8,9,10,11,12",0.16150332718388685,0.07112174567626724,2.270800943483861,0.29045643153526973
12,33,kimi-k2.5,Kimi K2.5,"1,2,3,4,5,6,7,8,9,10,11,12",0.19676198005484688,0.08123244580087143,2.422209230744793,0.18699186991869918
12,33,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"1,2,3,4,5,6,7,8,9,10,11,12",0.11164598093797268,0.05996876639441828,1.8617354941682502,0.15611814345991562
12,33,mistral-small-24b,Mistral-Small-24B,"1,2,3,4,5,6,7,8,9,10,11,12",0.1267334171482438,0.08134389411766794,1.557995452798432,0.14893617021276595
12,33,gemma-4-31b-it,Gemma 4 31B,"1,2,3,4,5,6,7,8,9,10,11,12",0.12357400623545726,0.06802850880635286,1.8165032337724456,0.1608695652173913
12,33,llama-3.1-8b,Llama 3.1-8B,"1,2,3,4,5,6,7,8,9,10,11,12",0.06416206919507982,0.08180226609780561,0.784355645091365,0.04291845493562232
12,34,deepseek-r1,DeepSeek-R1,"0,1,3,5,6,7,8,9,10,11,12,14",0.15818568008877634,0.0766415358856242,2.063968033271728,0.1652892561983471
12,34,kimi-k2.5,Kimi K2.5,"0,1,3,5,6,7,8,9,10,11,12,14",0.20015892213875328,0.08768485681321918,2.2827079773320422,0.22357723577235772
12,34,qwen3-next-80b-instruct,Qwen3-Next-80B-A3B-Instruct,"0,1,3,5,6,7,8,9,10,11,12,14",0.10563436378892913,0.06403095830777382,1.6497389166219047,0.13924050632911392
12,34,mistral-small-24b,Mistral-Small-24B,"0,1,3,5,6,7,8,9,10,11,12,14",0.12149327403559726,0.07683571347277236,1.5812083801193546,0.1228813559322034
12,34,gemma-4-31b-it,Gemma 4 31B,"0,1,3,5,6,7,8,9,10,11,12,14",0.1310362027881793,0.06831277644983608,1.9181800184099196,0.1452991452991453
12,34,llama-3.1-8b,Llama 3.1-8B,"0,1,3,5,6,7,8,9,10,11,12,14",0.05285301807268435,0.06342127426427475,0.8333641776487688,0.06437768240343347
